id,text_raw,text_light_clean,text_ml_clean,label,relation,likes,dislikes,source,split,text_normalized,label_original,was_user_relabeled
9233,"Одоо цагт допинггүй бөх томхон барилдаанд түрүүлэх ямар ч боломжгүй л гэж боддог доо, допинг илрэх илрэхгүй нь бол тусдаа асуудал, олон хүчин зүйлийн нөлөөтэй","Одоо цагт допинггүй бөх томхон барилдаанд түрүүлэх ямар ч боломжгүй л гэж боддог доо, допинг илрэх илрэхгүй нь бол тусдаа асуудал, олон хүчин зүйлийн нөлөөтэй",одоо цагт допинггүй бөх томхон барилдаанд түрүүлэх ямар ч боломжгүй л гэж боддог доо допинг илрэх илрэхгүй нь бол тусдаа асуудал олон хүчин зүйлийн нөлөөтэй,CONSTRUCTIVE,0,0,1,news.mn,test,"Одоо цагт допинггүй бөх томхон барилдаанд түрүүлэх ямар ч боломжгүй л гэж боддог доо, допинг илрэх илрэхгүй нь бол тусдаа асуудал, олон хүчин зүйлийн нөлөөтэй",CONSTRUCTIVE,False
9234,"Нямсүрэн мундаг анализ хийдэг сэтгүүлч юм. Тэр хаана ямар сургууль төгссөн бэ? Сайнзориг гэх хуульч үнэхээр эрүүл бус, Сандагочир бол авилгач төрхтэй, бялдууч шуналтай нөхөр. Булгантуяа яаяяя, юу хийчих вэ? Жонхуу бүлэглэлийн золиос боллоо. Хайран бүсгүй, Хамгийн чухал нь Еөк маань жонхуугаас салж чадсан нь Монголын заяа гэж улстөрчид үздэг юм бна лээ. Жэнк Оюук АБ нартай Хүүк нэг бүлэглэл болсон бол Монгол минь аймшгийн дарангуйлал руу орох блаа гэнэ.","Нямсүрэн мундаг анализ хийдэг сэтгүүлч юм. Тэр хаана ямар сургууль төгссөн бэ? Сайнзориг гэх хуульч үнэхээр эрүүл бус, Сандагочир бол авилгач төрхтэй, бялдууч шуналтай нөхөр. Булгантуяа яаяяя, юу хийчих вэ? Жонхуу бүлэглэлийн золиос боллоо. Хайран бүсгүй, Хамгийн чухал нь Еөк маань жонхуугаас салж чадсан нь Монголын заяа гэж улстөрчид үздэг юм бна лээ. Жэнк Оюук АБ нартай Хүүк нэг бүлэглэл болсон бол Монгол минь аймшгийн дарангуйлал руу орох блаа гэнэ.",нямсүрэн мундаг анализ хийдэг сэтгүүлч юм. тэр хаана ямар сургууль төгссөн бэ? сайнзориг гэх хуульч үнэхээр эрүүл бус сандагочир бол авилгач төрхтэй бялдууч шуналтай нөхөр. булгантуяа яаяя юу хийчих вэ? жонхуу бүлэглэлийн золиос боллоо. хайран бүсгүй хамгийн чухал нь еөк маань жонхуугаас салж чадсан нь монголын заяа гэж улстөрчид үздэг юм бна лээ. жэнк оюук аб нартай хүүк нэг бүлэглэл болсон бол монгол минь аймшгийн дарангуйлал руу орох блаа гэнэ.,CONSTRUCTIVE,0,3,0,news.mn,train,"Нямсүрэн мундаг анализ хийдэг сэтгүүлч юм. Тэр хаана ямар сургууль төгссөн бэ? Сайнзориг гэх хуульч үнэхээр эрүүл бус, Сандагочир бол авилгач төрхтэй, бялдууч шуналтай нөхөр. Булгантуяа яаяя, юу хийчих вэ? Жонхуу бүлэглэлийн золиос боллоо. Хайран бүсгүй, Хамгийн чухал нь Еөк маань жонхуугаас салж чадсан нь Монголын заяа гэж улстөрчид үздэг юм бна лээ. Жэнк Оюук АБ нартай Хүүк нэг бүлэглэл болсон бол Монгол минь аймшгийн дарангуйлал руу орох блаа гэнэ.",CONSTRUCTIVE,False
9235,"Яг орос англиар ярьж ойлгож харагдаач,ямарч боловсролгүй зүгээр л наймаачин шуналын тулам шүү дээ…","Яг орос англиар ярьж ойлгож харагдаач,ямарч боловсролгүй зүгээр л наймаачин шуналын тулам шүү дээ…",яг орос англиар ярьж ойлгож харагдаач ямарч боловсролгүй зүгээр л наймаачин шуналын тулам шүү дээ,TOXIC,0,1,0,news.mn,train,"Яг орос англиар ярьж ойлгож харагдаач,ямарч боловсролгүй зүгээр л наймаачин шуналын тулам шүү дээ…",TOXIC,False
9236,Эх орны үйлдвэрийн хамаагүй дэмжиж болохгүй үнийн өсөлт өдрөөр биш цагаар өснө иргэдэд бол ашиггүй,Эх орны үйлдвэрийн хамаагүй дэмжиж болохгүй үнийн өсөлт өдрөөр биш цагаар өснө иргэдэд бол ашиггүй,эх орны үйлдвэрийн хамаагүй дэмжиж болохгүй үнийн өсөлт өдрөөр биш цагаар өснө иргэдэд бол ашиггүй,CONSTRUCTIVE,0,1,1,gogo.mn,train,Эх орны үйлдвэрийн хамаагүй дэмжиж болохгүй үнийн өсөлт өдрөөр биш цагаар өснө иргэдэд бол ашиггүй,CONSTRUCTIVE,False
9237,Багш нарт зориулсан хөрөнгө оруулалт шаардлагатай байгаа болохоос биш боловсролд зориулсан хөрөнгө оруулалтаар багш нарын амьдрал дээшлүүлэх үү? Ийгл телевизээр яриад байгаа нөхдүүд өөрсдөө багш нарын цалингаар амьдраад үзээч зарим нөхдүүд хэт их туйлширч тайлбарлах юмаа. Яаралтай багш эмч нарын цалинг хангалттай шаардаж байгаа хэмжээд нь нэм. Удахгүй багш эмчгүй боллоо. Ямарч хүн наад шүлс шиг цалингаар чинь яаж амьдрах юм бэ? УИХ гишүүдийн цалин хасаад нэм. Угаасаа чадваргүй гишүүдэд ийм их цалин өгөөд яахав дээ.,Багш нарт зориулсан хөрөнгө оруулалт шаардлагатай байгаа болохоос биш боловсролд зориулсан хөрөнгө оруулалтаар багш нарын амьдрал дээшлүүлэх үү? Ийгл телевизээр яриад байгаа нөхдүүд өөрсдөө багш нарын цалингаар амьдраад үзээч зарим нөхдүүд хэт их туйлширч тайлбарлах юмаа. Яаралтай багш эмч нарын цалинг хангалттай шаардаж байгаа хэмжээд нь нэм. Удахгүй багш эмчгүй боллоо. Ямарч хүн наад шүлс шиг цалингаар чинь яаж амьдрах юм бэ? УИХ гишүүдийн цалин хасаад нэм. Угаасаа чадваргүй гишүүдэд ийм их цалин өгөөд яахав дээ.,багш нарт зориулсан хөрөнгө оруулалт шаардлагатай байгаа болохоос биш боловсролд зориулсан хөрөнгө оруулалтаар багш нарын амьдрал дээшлүүлэх үү? ийгл телевизээр яриад байгаа нөхдүүд өөрсдөө багш нарын цалингаар амьдраад үзээч зарим нөхдүүд хэт их туйлширч тайлбарлах юмаа. яаралтай багш эмч нарын цалинг хангалттай шаардаж байгаа хэмжээд нь нэм. удахгүй багш эмчгүй боллоо. ямарч хүн наад шүлс шиг цалингаар чинь яаж амьдрах юм бэ? уих гишүүдийн цалин хасаад нэм. угаасаа чадваргүй гишүүдэд ийм их цалин өгөөд яахав дээ.,CONSTRUCTIVE,0,1,0,gogo.mn,val,Багш нарт зориулсан хөрөнгө оруулалт шаардлагатай байгаа болохоос биш боловсролд зориулсан хөрөнгө оруулалтаар багш нарын амьдрал дээшлүүлэх үү? Ийгл телевизээр яриад байгаа нөхдүүд өөрсдөө багш нарын цалингаар амьдраад үзээч зарим нөхдүүд хэт их туйлширч тайлбарлах юмаа. Яаралтай багш эмч нарын цалинг хангалттай шаардаж байгаа хэмжээд нь нэм. Удахгүй багш эмчгүй боллоо. Ямарч хүн наад шүлс шиг цалингаар чинь яаж амьдрах юм бэ? УИХ гишүүдийн цалин хасаад нэм. Угаасаа чадваргүй гишүүдэд ийм их цалин өгөөд яахав дээ.,CONSTRUCTIVE,False
9238,"БАТ-ҮҮЛ, БААБАР, ЭЛБЭГДОРЖ…. ГЭХ МЭТИЙН АРДЧИЛЛЫГ ӨМЧИЛСӨН, ХУВИА БОРЛУУЛДАГ л***р САЛГА ӨВГӨЧҮҮЛ ЗАЙЛААЧЭЭ. ЗАЛУУС ҮЕД ЗАЙ ТАВЬЖ ӨГ ХОШНОГУУДААВ","БАТ-ҮҮЛ, БААБАР, ЭЛБЭГДОРЖ…. ГЭХ МЭТИЙН АРДЧИЛЛЫГ ӨМЧИЛСӨН, ХУВИА БОРЛУУЛДАГ л***р САЛГА ӨВГӨЧҮҮЛ ЗАЙЛААЧЭЭ. ЗАЛУУС ҮЕД ЗАЙ ТАВЬЖ ӨГ ХОШНОГУУДААВ",бат-үүл баабар элбэгдорж . гэх мэтийн ардчиллыг өмчилсөн хувиа борлуулдаг л**р салга өвгөчүүл зайлаачээ. залуус үед зай тавьж өг хошногуудаав,TOXIC,0,7,2,news.mn,train,"БАТ-ҮҮЛ, БААБАР, ЭЛБЭГДОРЖ…. ГЭХ МЭТИЙН АРДЧИЛЛЫГ ӨМЧИЛСӨН, ХУВИА БОРЛУУЛДАГ лр САЛГА ӨВГӨЧҮҮЛ ЗАЙЛААЧЭЭ. ЗАЛУУС ҮЕД ЗАЙ ТАВЬЖ ӨГ ХОШНОГУУДААВ",TOXIC,False
9239,Залруулага хийх нь зүй ёсны хэрэг,Залруулага хийх нь зүй ёсны хэрэг,залруулага хийх нь зүй ёсны хэрэг,NEUTRAL,0,0,0,E-Mongolia,train,Залруулага хийх нь зүй ёсны хэрэг,NEUTRAL,False
9240,"Одоо Орос дүүд ганц найдвар, хамгаалан дэмжигч том ах нь болох Хятад л үлдлээ дээ.","Одоо Орос дүүд ганц найдвар, хамгаалан дэмжигч том ах нь болох Хятад л үлдлээ дээ.",одоо орос дүүд ганц найдвар хамгаалан дэмжигч том ах нь болох хятад л үлдлээ дээ.,NEUTRAL,1,0,0,IKON.mn,train,"Одоо Орос дүүд ганц найдвар, хамгаалан дэмжигч том ах нь болох Хятад л үлдлээ дээ.",NEUTRAL,False
9241,"АНУ тэргүүтэй барууны орнууд ардчилал нэрээр монголд нөлөөллийн тогтолцоог мөнгө эрх мэдэл болон тархи угаах замаар тогтоож монголын газрын баялаг дээр давуу эрх олж авсан. Өөрөөр хэлбэл дайснуудын дундах газар нутагаас ашиг олж ард түмнийг өрөнд орсон гуйлагчид болгох төлөвлөгөа нь биелсэн. Нөөц төлөвлөгөө нь монголд иргэний дайн дэгдээж, Орос Хятад хоёрын хооронд хагардуулах нөхцөлыг бий болгох. Үүний тулд монголын баян ядуугийн ялгааг гүнзийрүүлж эдийн засгийг дампууруулах, хуулийн тогтолцоог нь авилгалд идүүлж, ард түмнийг итгэл үнэмшилгүй болгох эхний үе шат нь биелсэн.","АНУ тэргүүтэй барууны орнууд ардчилал нэрээр монголд нөлөөллийн тогтолцоог мөнгө эрх мэдэл болон тархи угаах замаар тогтоож монголын газрын баялаг дээр давуу эрх олж авсан. Өөрөөр хэлбэл дайснуудын дундах газар нутагаас ашиг олж ард түмнийг өрөнд орсон гуйлагчид болгох төлөвлөгөа нь биелсэн. Нөөц төлөвлөгөө нь монголд иргэний дайн дэгдээж, Орос Хятад хоёрын хооронд хагардуулах нөхцөлыг бий болгох. Үүний тулд монголын баян ядуугийн ялгааг гүнзийрүүлж эдийн засгийг дампууруулах, хуулийн тогтолцоог нь авилгалд идүүлж, ард түмнийг итгэл үнэмшилгүй болгох эхний үе шат нь биелсэн.",ану тэргүүтэй барууны орнууд ардчилал нэрээр монголд нөлөөллийн тогтолцоог мөнгө эрх мэдэл болон тархи угаах замаар тогтоож монголын газрын баялаг дээр давуу эрх олж авсан. өөрөөр хэлбэл дайснуудын дундах газар нутагаас ашиг олж ард түмнийг өрөнд орсон гуйлагчид болгох төлөвлөгөа нь биелсэн. нөөц төлөвлөгөө нь монголд иргэний дайн дэгдээж орос хятад хоёрын хооронд хагардуулах нөхцөлыг бий болгох. үүний тулд монголын баян ядуугийн ялгааг гүнзийрүүлж эдийн засгийг дампууруулах хуулийн тогтолцоог нь авилгалд идүүлж ард түмнийг итгэл үнэмшилгүй болгох эхний үе шат нь биелсэн.,CONSTRUCTIVE,0,5,5,gogo.mn,train,"АНУ тэргүүтэй барууны орнууд ардчилал нэрээр монголд нөлөөллийн тогтолцоог мөнгө эрх мэдэл болон тархи угаах замаар тогтоож монголын газрын баялаг дээр давуу эрх олж авсан. Өөрөөр хэлбэл дайснуудын дундах газар нутагаас ашиг олж ард түмнийг өрөнд орсон гуйлагчид болгох төлөвлөгөа нь биелсэн. Нөөц төлөвлөгөө нь монголд иргэний дайн дэгдээж, Орос Хятад хоёрын хооронд хагардуулах нөхцөлыг бий болгох. Үүний тулд монголын баян ядуугийн ялгааг гүнзийрүүлж эдийн засгийг дампууруулах, хуулийн тогтолцоог нь авилгалд идүүлж, ард түмнийг итгэл үнэмшилгүй болгох эхний үе шат нь биелсэн.",CONSTRUCTIVE,False
9242,Хүүрнүүдийг бүгдийг нь гаргаач.Нутаг оронтой биз дээ.Өмхий хүүрнүүд,Хүүрнүүдийг бүгдийг нь гаргаач.Нутаг оронтой биз дээ.Өмхий хүүрнүүд,хүүрнүүдийг бүгдийг нь гаргаач.нутаг оронтой биз дээ.өмхий хүүрнүүд,TOXIC,0,0,0,Zaluusinfo,val,Хүүрнүүдийг бүгдийг нь гаргаач.Нутаг оронтой биз дээ.Өмхий хүүрнүүд,TOXIC,False
9243,Занданшатар танхимын сайд нараасаа ашиг сонирхлын зөрчилтэй Чойжилсүрэн Дэлгэрсайхан Ж.Энхбаяр нарыг засгаас хамгийн түрүүнд зайлуулах хэрэгтэй . Сайнзориг Баасанжаргал Номин мэтийн сайд болох сонирхолтой 27 гишүүн гар өргөн дэмжиж засаг унах болтугай,Занданшатар танхимын сайд нараасаа ашиг сонирхлын зөрчилтэй Чойжилсүрэн Дэлгэрсайхан Ж.Энхбаяр нарыг засгаас хамгийн түрүүнд зайлуулах хэрэгтэй . Сайнзориг Баасанжаргал Номин мэтийн сайд болох сонирхолтой 27 гишүүн гар өргөн дэмжиж засаг унах болтугай,занданшатар танхимын сайд нараасаа ашиг сонирхлын зөрчилтэй чойжилсүрэн дэлгэрсайхан ж.энхбаяр нарыг засгаас хамгийн түрүүнд зайлуулах хэрэгтэй . сайнзориг баасанжаргал номин мэтийн сайд болох сонирхолтой 27 гишүүн гар өргөн дэмжиж засаг унах болтугай,CONSTRUCTIVE,0,2,0,news.mn,train,Занданшатар танхимын сайд нараасаа ашиг сонирхлын зөрчилтэй Чойжилсүрэн Дэлгэрсайхан Ж.Энхбаяр нарыг засгаас хамгийн түрүүнд зайлуулах хэрэгтэй . Сайнзориг Баасанжаргал Номин мэтийн сайд болох сонирхолтой 27 гишүүн гар өргөн дэмжиж засаг унах болтугай,CONSTRUCTIVE,False
9244,"Одоо ч аливаа юманд итгэхэд бэрх болжээ, Хэн нь үнэн, хэн нь худал хэлээд байгааг, гэхдээ цаг хугацаа харуулах буй за..","Одоо ч аливаа юманд итгэхэд бэрх болжээ, Хэн нь үнэн, хэн нь худал хэлээд байгааг, гэхдээ цаг хугацаа харуулах буй за..",одоо ч аливаа юманд итгэхэд бэрх болжээ хэн нь үнэн хэн нь худал хэлээд байгааг гэхдээ цаг хугацаа харуулах буй за..,NEUTRAL,0,0,0,IKON.mn,train,"Одоо ч аливаа юманд итгэхэд бэрх болжээ, Хэн нь үнэн, хэн нь худал хэлээд байгааг, гэхдээ цаг хугацаа харуулах буй за..",NEUTRAL,False
9245,зарим газар нь хийхгүй гээд мөнгө өгч байна,зарим газар нь хийхгүй гээд мөнгө өгч байна,зарим газар нь хийхгүй гээд мөнгө өгч байна,CONSTRUCTIVE,0,0,0,Мэдэхгүй зүйлээ асуу,train,зарим газар нь хийхгүй гээд мөнгө өгч байна,CONSTRUCTIVE,False
9246,Америк ноёрхлоо тогтоох нь тодорхой болчихсон,Америк ноёрхлоо тогтоох нь тодорхой болчихсон,америк ноёрхлоо тогтоох нь тодорхой болчихсон,NEUTRAL,0,0,0,news.mn,train,Америк ноёрхлоо тогтоох нь тодорхой болчихсон,NEUTRAL,False
9247,"Хувь хүний хувьцааны бүртгэлийг бүрэн гүйцэт, үнэн зөв хийж өгнө үү","Хувь хүний хувьцааны бүртгэлийг бүрэн гүйцэт, үнэн зөв хийж өгнө үү",хувь хүний хувьцааны бүртгэлийг бүрэн гүйцэт үнэн зөв хийж өгнө үү,CONSTRUCTIVE,0,0,0,E-Mongolia,test,"Хувь хүний хувьцааны бүртгэлийг бүрэн гүйцэт, үнэн зөв хийж өгнө үү",CONSTRUCTIVE,False
9248,Харт гаригийн хүмүүс невадада ирж байсан энэ нь үнэн гээд хэлчвэл юу болох байсан бэ,Харт гаригийн хүмүүс невадада ирж байсан энэ нь үнэн гээд хэлчвэл юу болох байсан бэ,харт гаригийн хүмүүс невадада ирж байсан энэ нь үнэн гээд хэлчвэл юу болох байсан бэ,NEUTRAL,0,0,0,IKON.mn,train,Харт гаригийн хүмүүс невадада ирж байсан энэ нь үнэн гээд хэлчвэл юу болох байсан бэ,NEUTRAL,False
9249,Э-Монголиа уламжлал шинэчлэл үнэртсэн мэндчилгээ байна даа. Амжилт,Э-Монголиа уламжлал шинэчлэл үнэртсэн мэндчилгээ байна даа. Амжилт,э-монголиа уламжлал шинэчлэл үнэртсэн мэндчилгээ байна даа. амжилт,POSITIVE,0,0,0,E-Mongolia,train,Э-Монголиа уламжлал шинэчлэл үнэртсэн мэндчилгээ байна даа. Амжилт,POSITIVE,False
9250,"Судалгаатай зөв нийтлэл болжээ. Даан ч шийдвэр гаргагч нар маань ойлгохгүй, олйгохыг ч хүсэхгүй байгаа нь ТОМ асуудал юм даа","Судалгаатай зөв нийтлэл болжээ. Даан ч шийдвэр гаргагч нар маань ойлгохгүй, олйгохыг ч хүсэхгүй байгаа нь ТОМ асуудал юм даа",судалгаатай зөв нийтлэл болжээ. даан ч шийдвэр гаргагч нар маань ойлгохгүй олйгохыг ч хүсэхгүй байгаа нь том асуудал юм даа,CONSTRUCTIVE,0,8,0,news.mn,val,"Судалгаатай зөв нийтлэл болжээ. Даан ч шийдвэр гаргагч нар маань ойлгохгүй, олйгохыг ч хүсэхгүй байгаа нь ТОМ асуудал юм даа",CONSTRUCTIVE,False
9251,Мундаг дуучиндаа гэр бүлд ь сайн сайхан бүхнийг хүсэн ерөөе,Мундаг дуучиндаа гэр бүлд ь сайн сайхан бүхнийг хүсэн ерөөе,мундаг дуучиндаа гэр бүлд ь сайн сайхан бүхнийг хүсэн ерөөе,POSITIVE,0,0,0,IKON.mn,train,Мундаг дуучиндаа гэр бүлд ь сайн сайхан бүхнийг хүсэн ерөөе,POSITIVE,False
9252,Том хүн гэрчилгээ дахин захиалж болох уу?,Том хүн гэрчилгээ дахин захиалж болох уу?,том хүн гэрчилгээ дахин захиалж болох уу?,NEUTRAL,0,0,0,E-Mongolia,train,Том хүн гэрчилгээ дахин захиалж болох уу?,NEUTRAL,False
9253,Энэ нэг бузар дураараа загдаа царайтай хүүхнээс өөр соёл түгээчих хүн МАН-д байдаггүй юм байх даа,Энэ нэг бузар дураараа загдаа царайтай хүүхнээс өөр соёл түгээчих хүн МАН-д байдаггүй юм байх даа,энэ нэг бузар дураараа загдаа царайтай хүүхнээс өөр соёл түгээчих хүн ман-д байдаггүй юм байх даа,TOXIC,0,0,0,Medee.mn,train,Энэ нэг бузар дураараа загдаа царайтай хүүхнээс өөр соёл түгээчих хүн МАН-д байдаггүй юм байх даа,TOXIC,False
9254,Адууны тос түрх зун голын сайхны чулууг доод талын чийгтэй талаар нь сайн жигнэ,Адууны тос түрх зун голын сайхны чулууг доод талын чийгтэй талаар нь сайн жигнэ,адууны тос түрх зун голын сайхны чулууг доод талын чийгтэй талаар нь сайн жигнэ,NEUTRAL,0,0,0,Мэдэхгүй зүйлээ асуу,train,Адууны тос түрх зун голын сайхны чулууг доод талын чийгтэй талаар нь сайн жигнэ,NEUTRAL,False
9255,Хүүхэд нь аяга тараг ууг дээ.тэр 20000 н өгөөч.Таны амьдралд энэ мөнгө хэрэггүй байж болноо.Олон хүүхэдтэй айлаар таваа бүү ханга.Зөөлөн суудал дээрээ дугуй суу.20 онд энэ хүн гарвал амьдрал хүнд иргэдээ тавлах нь байна.анхаар.,Хүүхэд нь аяга тараг ууг дээ.тэр 20000 н өгөөч.Таны амьдралд энэ мөнгө хэрэггүй байж болноо.Олон хүүхэдтэй айлаар таваа бүү ханга.Зөөлөн суудал дээрээ дугуй суу.20 онд энэ хүн гарвал амьдрал хүнд иргэдээ тавлах нь байна.анхаар.,хүүхэд нь аяга тараг ууг дээ.тэр 20000 н өгөөч.таны амьдралд энэ мөнгө хэрэггүй байж болноо.олон хүүхэдтэй айлаар таваа бүү ханга.зөөлөн суудал дээрээ дугуй суу.20 онд энэ хүн гарвал амьдрал хүнд иргэдээ тавлах нь байна.анхаар.,CONSTRUCTIVE,0,0,0,Zaluusinfo,val,Хүүхэд нь аяга тараг ууг дээ.тэр 20000 н өгөөч.Таны амьдралд энэ мөнгө хэрэггүй байж болноо.Олон хүүхэдтэй айлаар таваа бүү ханга.Зөөлөн суудал дээрээ дугуй суу.20 онд энэ хүн гарвал амьдрал хүнд иргэдээ тавлах нь байна.анхаар.,CONSTRUCTIVE,False
9256,"Нөхөр чинь хэт их стресстэй ,нойр муутай болоод л үеийнхнээсээ түрүүлж үрчилээ сууж байгаа байх сайн унтаж амрах хэрэгтэй бага ядраа","Нөхөр чинь хэт их стресстэй ,нойр муутай болоод л үеийнхнээсээ түрүүлж үрчилээ сууж байгаа байх сайн унтаж амрах хэрэгтэй бага ядраа",нөхөр чинь хэт их стресстэй нойр муутай болоод л үеийнхнээсээ түрүүлж үрчилээ сууж байгаа байх сайн унтаж амрах хэрэгтэй бага ядраа,NEUTRAL,0,0,0,Мэдэхгүй зүйлээ асуу,train,"Нөхөр чинь хэт их стресстэй ,нойр муутай болоод л үеийнхнээсээ түрүүлж үрчилээ сууж байгаа байх сайн унтаж амрах хэрэгтэй бага ядраа",NEUTRAL,False
9257,Эмнэлэгт цаг авч болохгүй байна,Эмнэлэгт цаг авч болохгүй байна,эмнэлэгт цаг авч болохгүй байна,CONSTRUCTIVE,0,0,0,E-Mongolia,train,Эмнэлэгт цаг авч болохгүй байна,CONSTRUCTIVE,False
9258,Хорооноос уут нүүрс өгнө .,Хорооноос уут нүүрс өгнө .,хорооноос уут нүүрс өгнө .,NEUTRAL,0,0,0,Zaluusinfo,val,Хорооноос уут нүүрс өгнө .,NEUTRAL,False
9259,"МАН-ын дарга нь дарга байхдаа л дарга бдаг, даргаасаа буухаараа л дайсны цэрэг болцгоодог гашуун үнэн ! Анхны дарга Данзангаасаа эхлээд л цөм буудуулсан булш луулсан. Данзан, Дамбадорж, Лхүмбэ, Гэндэн, Баасанжав буудуулж үхсэн, Дамба, Цэдэнбал, Батмөнх нар үхлийн му угаар үхцгээсэн, одоо амьд бгаа Баяр,Энхболдыгоо хэлэх ийн муугаар хэлж бна, Амарбаясгалан, Оюун-Эрдэнийгээ яллах гэж яарч бна ! Монгол Ардын Нам гэдэг ийм л хөгийн хогийн мафийн блэг ш дээ ! Худлаа гэх хүн бна уу !","МАН-ын дарга нь дарга байхдаа л дарга бдаг, даргаасаа буухаараа л дайсны цэрэг болцгоодог гашуун үнэн ! Анхны дарга Данзангаасаа эхлээд л цөм буудуулсан булш луулсан. Данзан, Дамбадорж, Лхүмбэ, Гэндэн, Баасанжав буудуулж үхсэн, Дамба, Цэдэнбал, Батмөнх нар үхлийн му угаар үхцгээсэн, одоо амьд бгаа Баяр,Энхболдыгоо хэлэх ийн муугаар хэлж бна, Амарбаясгалан, Оюун-Эрдэнийгээ яллах гэж яарч бна ! Монгол Ардын Нам гэдэг ийм л хөгийн хогийн мафийн блэг ш дээ ! Худлаа гэх хүн бна уу !",ман-ын дарга нь дарга байхдаа л дарга бдаг даргаасаа буухаараа л дайсны цэрэг болцгоодог гашуун үнэн ! анхны дарга данзангаасаа эхлээд л цөм буудуулсан булш луулсан. данзан дамбадорж лхүмбэ гэндэн баасанжав буудуулж үхсэн дамба цэдэнбал батмөнх нар үхлийн му угаар үхцгээсэн одоо амьд бгаа баяр энхболдыгоо хэлэх ийн муугаар хэлж бна амарбаясгалан оюун-эрдэнийгээ яллах гэж яарч бна ! монгол ардын нам гэдэг ийм л хөгийн хогийн мафийн блэг ш дээ ! худлаа гэх хүн бна уу !,CONSTRUCTIVE,0,1,2,news.mn,train,"МАН-ын дарга нь дарга байхдаа л дарга бдаг, даргаасаа буухаараа л дайсны цэрэг болцгоодог гашуун үнэн ! Анхны дарга Данзангаасаа эхлээд л цөм буудуулсан булш луулсан. Данзан, Дамбадорж, Лхүмбэ, Гэндэн, Баасанжав буудуулж үхсэн, Дамба, Цэдэнбал, Батмөнх нар үхлийн му угаар үхцгээсэн, одоо амьд бгаа Баяр,Энхболдыгоо хэлэх ийн муугаар хэлж бна, Амарбаясгалан, Оюун-Эрдэнийгээ яллах гэж яарч бна ! Монгол Ардын Нам гэдэг ийм л хөгийн хогийн мафийн блэг ш дээ ! Худлаа гэх хүн бна уу !",CONSTRUCTIVE,False
9260,"ЯВГАН ЗАМААР СКҮҮТЭР, МОПЕД, ДУГУЙ ЗЭРГИЙГ ЯВАХЫГ БОЛИУЛМААР БНА ЦААШДААА……………АЖЛАА ХИЙГЭЭСЭЙ МОНГОЛЧУУД …………","ЯВГАН ЗАМААР СКҮҮТЭР, МОПЕД, ДУГУЙ ЗЭРГИЙГ ЯВАХЫГ БОЛИУЛМААР БНА ЦААШДААА………АЖЛАА ХИЙГЭЭСЭЙ МОНГОЛЧУУД ………",явган замаар скүүтэр мопед дугуй зэргийг явахыг болиулмаар бна цаашдаа ажлаа хийгээсэй монголчууд,CONSTRUCTIVE,0,1,0,news.mn,train,"ЯВГАН ЗАМААР СКҮҮТЭР, МОПЕД, ДУГУЙ ЗЭРГИЙГ ЯВАХЫГ БОЛИУЛМААР БНА ЦААШДАА………АЖЛАА ХИЙГЭЭСЭЙ МОНГОЛЧУУД ………",CONSTRUCTIVE,False
9261,"Азийн БУУНЫ НОХОЙ, өөрөө ухэж, далд ор чи.","Азийн БУУНЫ НОХОЙ, өөрөө ухэж, далд ор чи.",азийн бууны нохой өөрөө ухэж далд ор чи.,TOXIC,1,1,2,news.mn,train,"Азийн БУУНЫ НОХОЙ, өөрөө ухэж, далд ор чи.",TOXIC,False
9262,Сандуй л арай байна ккк,Сандуй л арай байна ккк,сандуй л арай байна кк,NEUTRAL,0,0,0,news.mn,val,Сандуй л арай байна кк,NEUTRAL,False
9263,"Ийм шударга гишүүний үгийг сонсоод авлигачид үхлээ л дээ, баахан дайралт хийгээд. Ийм зүйлийг хэн ч ойлгоно шүү дээ.","Ийм шударга гишүүний үгийг сонсоод авлигачид үхлээ л дээ, баахан дайралт хийгээд. Ийм зүйлийг хэн ч ойлгоно шүү дээ.",ийм шударга гишүүний үгийг сонсоод авлигачид үхлээ л дээ баахан дайралт хийгээд. ийм зүйлийг хэн ч ойлгоно шүү дээ.,POSITIVE,0,2,0,news.mn,test,"Ийм шударга гишүүний үгийг сонсоод авлигачид үхлээ л дээ, баахан дайралт хийгээд. Ийм зүйлийг хэн ч ойлгоно шүү дээ.",POSITIVE,False
9264,Хуучин бол тос дэмий гоо сайхны бүх эмнэлэг огтолж аваад шинээр космекоор сорвигүй оёж өгдөг,Хуучин бол тос дэмий гоо сайхны бүх эмнэлэг огтолж аваад шинээр космекоор сорвигүй оёж өгдөг,хуучин бол тос дэмий гоо сайхны бүх эмнэлэг огтолж аваад шинээр космекоор сорвигүй оёж өгдөг,NEUTRAL,0,0,0,Мэдэхгүй зүйлээ асуу,train,Хуучин бол тос дэмий гоо сайхны бүх эмнэлэг огтолж аваад шинээр космекоор сорвигүй оёж өгдөг,NEUTRAL,False
9265,"Уг үндэс нь камераас чинь болж осол болдог болсон, аль ч эгнээнээс эргэдэг болго","Уг үндэс нь камераас чинь болж осол болдог болсон, аль ч эгнээнээс эргэдэг болго",уг үндэс нь камераас чинь болж осол болдог болсон аль ч эгнээнээс эргэдэг болго,CONSTRUCTIVE,0,0,0,gogo.mn,val,"Уг үндэс нь камераас чинь болж осол болдог болсон, аль ч эгнээнээс эргэдэг болго",CONSTRUCTIVE,False
